x, y, theta, stamp, 
7.675544410083924e-06, -2.6393051770694275e-08, 3.6116211904851782e-06, 1400256000000, 
7.683274926484563e-06, -2.6374357762834405e-08, 3.613552891899816e-06, 1400324000000, 
7.662975840264975e-06, -2.638710299018027e-08, 3.6161336128661826e-06, 1400426000000, 
7.698014937851352e-06, -2.6334303295478768e-08, 3.6193220524305356e-06, 1400528000000, 
7.671226630047694e-06, -2.644909567956514e-08, 3.6218102753437356e-06, 1400630000000, 
7.675256804698507e-06, -2.64766350869265e-08, 3.6246602793910978e-06, 1400732000000, 
7.730428610785515e-06, -2.648691393323514e-08, 3.628054003372231e-06, 1400834000000, 
7.701027141296351e-06, -2.6426545572624987e-08, 3.6305079927903156e-06, 1400936000000, 
7.669511001376673e-06, -2.644528884864481e-08, 3.632992201379649e-06, 1401038000000, 
7.723351190248972e-06, -2.6519322011155282e-08, 3.6363113569463322e-06, 1401140000000, 
7.744197892371707e-06, -2.6549687769930032e-08, 3.6393385672166302e-06, 1401242000000, 
7.70212933866612e-06, -2.655727467442715e-08, 3.6416632862206837e-06, 1401344000000, 
7.719256470041346e-06, -2.645316203477916e-08, 3.6446895847538847e-06, 1401446000000, 
7.771544965119061e-06, -2.6578476679639386e-08, 3.648019840670655e-06, 1401548000000, 
7.724500185051027e-06, -2.651937194142476e-08, 3.6503565291340624e-06, 1401650000000, 
7.72052644049945e-06, -2.66078912286902e-08, 3.6530997500862326e-06, 1401752000000, 
7.756499596734381e-06, -2.6533092848097737e-08, 3.6553147378998403e-06, 1401820000000, 
7.787924801453563e-06, -2.6627820704698064e-08, 3.6584043353339446e-06, 1401922000000, 
7.74073939426605e-06, -2.6535346796728805e-08, 3.6607197719716935e-06, 1402024000000, 
7.763889214182335e-06, -2.6654452202284154e-08, 3.6637680582559348e-06, 1402126000000, 
7.791931565750823e-06, -2.660420043490457e-08, 3.666896564003004e-06, 1402228000000, 
7.775104317397442e-06, -2.6639205772623992e-08, 3.6695078572273714e-06, 1402330000000, 
7.803170367604696e-06, -2.6588539418099687e-08, 3.6726300608162335e-06, 1402432000000, 
7.807788255093187e-06, -2.6705519966191292e-08, 3.6754034703221017e-06, 1402534000000, 
7.796061114358138e-06, -2.6726930174901616e-08, 3.678105247331646e-06, 1402636000000, 
7.830213446716693e-06, -2.6746416666845885e-08, 3.6812576355720056e-06, 1402738000000, 
7.792292005779117e-06, -2.6642959561283454e-08, 3.6836606797116065e-06, 1402840000000, 
7.812185061277421e-06, -2.676373082569605e-08, 3.6866567025226855e-06, 1402942000000, 
7.85485639017425e-06, -2.6754337878902596e-08, 3.6899259503516423e-06, 1403044000000, 
7.818186491279512e-06, -2.6810419098062058e-08, 3.6923277249957406e-06, 1403146000000, 
7.805814939493902e-06, -2.6729879138771856e-08, 3.6950330699664877e-06, 1403248000000, 
7.862321141713511e-06, -2.6816290698127397e-08, 3.698401274823723e-06, 1403350000000, 
7.862206028265104e-06, -2.682827411417813e-08, 3.7011459483211744e-06, 1403452000000, 
7.837510480210133e-06, -2.684353730139015e-08, 3.7027447638884334e-06, 1403520000000, 
7.846408022940548e-06, -2.6742469887706744e-08, 3.705684651932943e-06, 1403622000000, 
7.89057083624736e-06, -2.687029485717526e-08, 3.708930659074222e-06, 1403724000000, 
7.860797825568297e-06, -2.686934632905865e-08, 3.7113900682567917e-06, 1403826000000, 
7.899879761984515e-06, -2.6900345598637353e-08, 3.714643270408345e-06, 1403928000000, 
